HDFname,Product,Date,Site,ProcessDate,Band,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
MOD15A2.A2012129.fn_usmetypp.005.2012141233810.LaiStdDev_1km,MOD15A2,A2012129,fn_usmetypp,2012141233810,LaiStdDev_1km,11,3,11,13,15,14,4,12,13,15,14,5,4,5,13,15,15,15,15,13,13,2,6,16,4,2,1,2,1,2,3,4,5,0,4,2,1,2,1,1,2,3,2,2,2,2,3,2,4
MOD15A2.A2012129.fn_usmetypp.005.2012141233810.Lai_1km,MOD15A2,A2012129,fn_usmetypp,2012141233810,Lai_1km,21,17,22,23,29,29,17,20,23,29,29,19,17,20,23,29,32,31,29,33,33,16,20,29,17,18,20,18,17,16,16,16,16,16,15,16,12,14,12,14,14,10,13,14,13,13,14,12,13
MOD15A2.A2012137.fn_usmetypp.005.2012146145943.FparExtra_QC,MOD15A2,A2012137,fn_usmetypp,2012146145943,FparExtra_QC,00000000,01000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2012137.fn_usmetypp.005.2012146145943.FparLai_QC,MOD15A2,A2012137,fn_usmetypp,2012146145943,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2012137.fn_usmetypp.005.2012146145943.FparStdDev_1km,MOD15A2,A2012137,fn_usmetypp,2012146145943,FparStdDev_1km,5,6,7,5,7,3,8,6,6,4,7,7,0,0,7,6,6,2,3,4,5,6,7,6,5,5,3,0,5,5,6,3,4,8,10,6,5,6,6,5,6,8,5,7,7,8,8,6,7
MOD15A2.A2012137.fn_usmetypp.005.2012146145943.Fpar_1km,MOD15A2,A2012137,fn_usmetypp,2012146145943,Fpar_1km,62,61,57,62,70,69,54,58,58,65,70,52,61,61,58,62,74,68,64,64,66,61,68,62,60,60,64,61,60,59,56,57,59,55,54,56,44,55,45,54,55,49,53,50,50,51,52,41,50
MOD15A2.A2012137.fn_usmetypp.005.2012146145943.LaiStdDev_1km,MOD15A2,A2012137,fn_usmetypp,2012146145943,LaiStdDev_1km,3,3,3,2,5,2,4,3,3,2,5,3,0,0,3,3,4,1,2,2,3,3,4,3,2,2,2,0,2,2,3,1,2,4,4,2,2,2,2,2,2,3,2,2,2,3,3,2,3
MOD15A2.A2012137.fn_usmetypp.005.2012146145943.Lai_1km,MOD15A2,A2012137,fn_usmetypp,2012146145943,Lai_1km,17,16,15,16,21,20,14,15,15,18,22,14,16,16,15,17,24,19,17,18,19,16,20,17,16,16,17,16,16,15,14,14,15,15,14,14,11,14,11,13,14,11,13,12,12,12,12,13,12
MOD15A2.A2012145.fn_usmetypp.005.2012156153607.FparExtra_QC,MOD15A2,A2012145,fn_usmetypp,2012156153607,FparExtra_QC,01000000,01001000,00001000,00001000,00000000,00000000,00100000,01000000,00001000,00001000,00000000,00000000,00100000,00000000,00001000,00001000,00001000,00001000,01000000,01000000,01000000,00001000,00001000,00000000,01000000,00000000,01000000,01000000,00001000,00000000,00000000,01001000,01000000,01000000,01000000,01000000,10000000,01001000,10000000,01000000,01000000,00000000,01000000,01000000,00001000,00001000,00001000,10001000,00001000
MOD15A2.A2012145.fn_usmetypp.005.2012156153607.FparLai_QC,MOD15A2,A2012145,fn_usmetypp,2012156153607,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2012145.fn_usmetypp.005.2012156153607.FparStdDev_1km,MOD15A2,A2012145,fn_usmetypp,2012156153607,FparStdDev_1km,10,10,10,10,10,7,10,9,10,9,10,8,10,11,9,9,8,7,11,10,11,8,7,9,10,11,11,11,6,9,9,10,10,11,9,10,5,10,6,9,9,9,10,10,8,8,8,5,10
MOD15A2.A2012145.fn_usmetypp.005.2012156153607.Fpar_1km,MOD15A2,A2012145,fn_usmetypp,2012156153607,Fpar_1km,52,53,52,55,61,65,60,50,51,58,60,60,59,62,53,59,65,64,61,66,63,57,65,60,59,60,61,61,55,58,54,58,60,61,58,53,35,54,37,52,51,44,52,51,49,49,50,36,46
MOD15A2.A2012145.fn_usmetypp.005.2012156153607.LaiStdDev_1km,MOD15A2,A2012145,fn_usmetypp,2012156153607,LaiStdDev_1km,4,4,4,4,5,4,6,3,4,4,5,3,5,6,4,4,4,4,6,7,6,3,4,4,5,6,6,6,2,4,4,5,6,6,5,4,2,4,2,4,3,3,4,4,3,3,3,2,3
MOD15A2.A2012145.fn_usmetypp.005.2012156153607.Lai_1km,MOD15A2,A2012145,fn_usmetypp,2012156153607,Lai_1km,13,13,13,14,17,18,17,12,13,15,16,16,16,18,13,16,19,18,17,21,19,15,18,16,16,17,18,18,14,15,13,16,17,17,16,13,8,14,8,14,13,10,13,13,12,12,12,11,11
MOD15A2.A2012153.fn_usmetypp.005.2012166172619.FparExtra_QC,MOD15A2,A2012153,fn_usmetypp,2012166172619,FparExtra_QC,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,11000000,00000000,11000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,01000000,10000000,00000000
MOD15A2.A2012153.fn_usmetypp.005.2012166172619.FparLai_QC,MOD15A2,A2012153,fn_usmetypp,2012166172619,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000
MOD15A2.A2012153.fn_usmetypp.005.2012166172619.FparStdDev_1km,MOD15A2,A2012153,fn_usmetypp,2012166172619,FparStdDev_1km,10,5,11,9,10,10,10,0,3,10,9,11,10,11,8,11,10,10,11,11,11,10,10,10,9,10,10,10,10,3,10,10,10,10,9,10,5,10,6,10,10,10,9,9,10,10,5,4,10
MOD15A2.A2012153.fn_usmetypp.005.2012166172619.Fpar_1km,MOD15A2,A2012153,fn_usmetypp,2012166172619,Fpar_1km,62,61,57,60,64,68,63,61,57,62,66,67,61,60,58,62,67,66,61,63,61,60,64,60,58,60,60,59,60,57,54,55,59,59,59,55,47,52,42,54,54,51,51,50,50,51,53,44,48
MOD15A2.A2012153.fn_usmetypp.005.2012166172619.LaiStdDev_1km,MOD15A2,A2012153,fn_usmetypp,2012166172619,LaiStdDev_1km,5,2,5,5,6,10,6,0,1,5,6,11,5,6,4,6,9,8,6,6,6,5,6,5,5,5,5,5,5,1,4,4,5,5,5,4,2,4,2,4,4,4,3,3,3,4,2,2,4
MOD15A2.A2012153.fn_usmetypp.005.2012166172619.Lai_1km,MOD15A2,A2012153,fn_usmetypp,2012166172619,Lai_1km,17,16,15,17,19,23,18,16,14,18,20,22,17,17,15,18,22,21,18,19,18,17,19,17,16,17,17,17,17,14,14,14,16,16,16,15,11,13,9,14,14,13,13,12,12,13,13,14,11
MOD15A2.A2012161.fn_usmetypp.005.2012170081129.FparExtra_QC,MOD15A2,A2012161,fn_usmetypp,2012170081129,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2012161.fn_usmetypp.005.2012170081129.FparLai_QC,MOD15A2,A2012161,fn_usmetypp,2012170081129,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2012161.fn_usmetypp.005.2012170081129.FparStdDev_1km,MOD15A2,A2012161,fn_usmetypp,2012170081129,FparStdDev_1km,11,12,13,13,10,9,2,13,13,12,11,13,10,9,13,12,9,11,4,10,10,11,12,5,8,9,12,4,5,5,5,5,4,8,11,5,3,8,5,5,6,10,7,7,5,5,5,4,8
MOD15A2.A2012161.fn_usmetypp.005.2012170081129.Fpar_1km,MOD15A2,A2012161,fn_usmetypp,2012170081129,Fpar_1km,72,68,69,69,78,79,68,70,69,77,77,76,59,59,68,75,80,79,70,60,76,65,75,66,58,58,75,64,66,61,60,59,58,57,61,59,49,57,47,55,54,52,55,55,54,54,57,42,49
MOD15A2.A2012161.fn_usmetypp.005.2012170081129.LaiStdDev_1km,MOD15A2,A2012161,fn_usmetypp,2012170081129,LaiStdDev_1km,12,12,12,13,14,13,1,14,14,15,13,17,5,5,13,14,13,15,2,5,13,11,14,3,5,4,15,2,3,3,2,2,2,4,9,2,1,4,2,2,2,4,3,3,2,2,2,2,3
MOD15A2.A2012161.fn_usmetypp.005.2012170081129.Lai_1km,MOD15A2,A2012161,fn_usmetypp,2012170081129,Lai_1km,26,23,23,24,32,32,20,25,24,31,30,31,16,16,23,29,33,33,21,17,30,20,28,19,18,16,29,18,19,16,15,15,15,18,20,15,12,15,11,13,13,13,14,14,13,13,14,13,12
MOD15A2.A2012169.fn_usmetypp.005.2012178103524.FparExtra_QC,MOD15A2,A2012169,fn_usmetypp,2012178103524,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,01000000,00000000,00000000,00000000,00000000,00100000,00100000,01000000,01000000,00000000,00100000,01000000,01000000,01000000,01000000,01000000,00000000,00000000,01000000,10000000,00000000,10000000,00000000,00000000,00100000,01000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2012169.fn_usmetypp.005.2012178103524.FparLai_QC,MOD15A2,A2012169,fn_usmetypp,2012178103524,FparLai_QC,00000000,00000000,00000000,01100001,01100001,01100001,00010000,00000000,00000000,01100001,01100001,01100001,01100001,01100001,00000000,00000000,00000000,00000000,01100001,01100001,01100001,01100001,00001000,00001000,00000000,00000000,01100001,00001000,00000000,00000000,00000000,00000000,00000000,01100001,01100001,00000000,00000000,01100001,00000000,01100001,01100001,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2012169.fn_usmetypp.005.2012178103524.FparStdDev_1km,MOD15A2,A2012169,fn_usmetypp,2012178103524,FparStdDev_1km,8,10,6,248,248,248,8,0,2,248,248,248,248,248,6,2,4,3,248,248,248,248,10,10,10,10,248,0,10,6,8,10,9,248,248,9,4,248,4,248,248,10,0,3,0,0,4,4,5
MOD15A2.A2012169.fn_usmetypp.005.2012178103524.Fpar_1km,MOD15A2,A2012169,fn_usmetypp,2012178103524,Fpar_1km,76,72,68,70,77,80,39,66,63,76,78,75,70,71,67,64,65,64,75,76,77,67,53,57,56,56,74,18,44,56,32,25,30,62,58,38,52,60,52,57,56,49,55,51,55,55,59,44,55
MOD15A2.A2012169.fn_usmetypp.005.2012178103524.LaiStdDev_1km,MOD15A2,A2012169,fn_usmetypp,2012178103524,LaiStdDev_1km,12,12,4,248,248,248,3,0,1,248,248,248,248,248,3,1,2,2,248,248,248,248,5,6,5,5,248,0,3,3,2,2,2,248,248,3,2,248,2,248,248,4,0,1,0,0,2,2,2
MOD15A2.A2012169.fn_usmetypp.005.2012178103524.Lai_1km,MOD15A2,A2012169,fn_usmetypp,2012178103524,Lai_1km,28,25,20,22,27,30,10,19,17,26,28,26,22,22,20,17,18,18,26,26,27,20,15,17,17,16,25,3,10,14,8,5,7,17,15,9,14,16,14,15,15,13,14,12,14,14,15,14,14
MOD15A2.A2012185.fn_usmetypp.005.2012195230902.FparExtra_QC,MOD15A2,A2012185,fn_usmetypp,2012195230902,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2012185.fn_usmetypp.005.2012195230902.FparLai_QC,MOD15A2,A2012185,fn_usmetypp,2012195230902,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2012185.fn_usmetypp.005.2012195230902.FparStdDev_1km,MOD15A2,A2012185,fn_usmetypp,2012195230902,FparStdDev_1km,9,10,7,5,4,10,11,5,2,10,4,11,11,11,4,4,3,10,11,11,3,10,10,2,11,11,11,11,11,10,3,9,10,10,8,9,4,0,4,10,10,8,10,5,10,5,3,4,4
MOD15A2.A2012185.fn_usmetypp.005.2012195230902.Fpar_1km,MOD15A2,A2012185,fn_usmetypp,2012195230902,Fpar_1km,78,74,70,60,71,69,67,60,67,61,76,67,62,63,71,65,69,67,62,64,65,60,65,63,60,62,62,60,61,59,57,58,61,60,65,58,55,55,55,57,57,58,52,53,51,54,58,45,55
MOD15A2.A2012185.fn_usmetypp.005.2012195230902.LaiStdDev_1km,MOD15A2,A2012185,fn_usmetypp,2012195230902,LaiStdDev_1km,13,12,4,2,2,9,10,2,1,6,3,10,6,7,2,2,2,9,7,9,2,5,8,1,6,6,6,6,6,5,1,5,6,6,5,5,2,0,2,5,5,4,4,2,4,2,1,1,2
MOD15A2.A2012185.fn_usmetypp.005.2012195230902.Lai_1km,MOD15A2,A2012185,fn_usmetypp,2012195230902,Lai_1km,30,27,21,16,21,23,22,16,19,17,25,22,18,19,22,18,20,21,18,20,18,17,20,17,17,18,18,17,18,16,14,16,17,17,19,16,15,14,14,15,15,15,13,13,13,13,15,14,14
MOD15A2.A2012193.fn_usmetypp.005.2012202172118.FparExtra_QC,MOD15A2,A2012193,fn_usmetypp,2012202172118,FparExtra_QC,01000000,01001000,01001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2012193.fn_usmetypp.005.2012202172118.FparLai_QC,MOD15A2,A2012193,fn_usmetypp,2012202172118,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2012193.fn_usmetypp.005.2012202172118.FparStdDev_1km,MOD15A2,A2012193,fn_usmetypp,2012202172118,FparStdDev_1km,3,7,4,9,7,10,10,9,9,8,8,10,10,10,0,9,8,10,10,10,9,10,9,10,10,10,11,11,10,9,9,10,11,11,11,9,4,10,5,10,9,9,9,8,9,10,9,5,3
MOD15A2.A2012193.fn_usmetypp.005.2012202172118.Fpar_1km,MOD15A2,A2012193,fn_usmetypp,2012202172118,Fpar_1km,75,71,71,56,60,67,68,59,54,63,61,70,68,67,66,58,61,66,67,66,62,59,64,61,61,65,63,62,62,58,58,60,63,62,67,58,54,56,53,60,59,59,52,50,51,54,52,44,52
MOD15A2.A2012193.fn_usmetypp.005.2012202172118.LaiStdDev_1km,MOD15A2,A2012193,fn_usmetypp,2012202172118,LaiStdDev_1km,3,5,2,4,4,8,9,5,4,5,4,10,9,9,0,5,5,8,8,7,5,5,6,5,5,6,6,6,6,4,4,5,7,7,10,4,2,4,2,5,5,4,4,3,4,4,4,2,1
MOD15A2.A2012193.fn_usmetypp.005.2012202172118.Lai_1km,MOD15A2,A2012193,fn_usmetypp,2012202172118,Lai_1km,25,22,21,15,17,22,22,17,14,19,18,24,22,22,19,16,18,21,21,21,18,17,20,18,17,20,19,18,18,16,16,17,19,18,22,16,14,15,13,17,16,16,13,13,13,14,13,14,12
MOD15A2.A2012201.fn_usmetypp.005.2012212180409.FparExtra_QC,MOD15A2,A2012201,fn_usmetypp,2012212180409,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2012201.fn_usmetypp.005.2012212180409.FparLai_QC,MOD15A2,A2012201,fn_usmetypp,2012212180409,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2012201.fn_usmetypp.005.2012212180409.FparStdDev_1km,MOD15A2,A2012201,fn_usmetypp,2012212180409,FparStdDev_1km,8,9,4,8,6,10,10,11,7,4,6,9,10,11,6,7,5,10,10,10,7,11,5,4,2,10,10,11,4,10,5,11,11,11,11,10,4,3,4,11,10,11,10,10,10,10,6,3,5
MOD15A2.A2012201.fn_usmetypp.005.2012212180409.Fpar_1km,MOD15A2,A2012201,fn_usmetypp,2012212180409,Fpar_1km,78,77,72,64,77,71,69,61,57,69,77,71,69,67,62,68,74,68,68,68,69,62,72,66,63,67,67,62,64,60,60,61,67,64,67,60,57,57,58,60,59,55,52,52,52,53,55,46,55
MOD15A2.A2012201.fn_usmetypp.005.2012212180409.LaiStdDev_1km,MOD15A2,A2012201,fn_usmetypp,2012212180409,LaiStdDev_1km,13,12,3,4,6,10,10,6,3,2,6,10,10,10,3,4,4,9,9,9,4,6,4,2,1,9,9,7,2,5,2,6,10,7,10,5,2,1,2,6,5,5,4,4,4,4,2,1,2
MOD15A2.A2012201.fn_usmetypp.005.2012212180409.Lai_1km,MOD15A2,A2012201,fn_usmetypp,2012212180409,Lai_1km,30,29,22,18,27,25,23,18,15,21,26,24,23,21,17,20,24,22,22,22,20,18,23,18,17,21,22,18,18,17,16,17,21,19,22,17,16,14,16,17,16,15,13,13,13,13,14,15,14
MOD15A2.A2012209.fn_usmetypp.005.2012219131027.FparExtra_QC,MOD15A2,A2012209,fn_usmetypp,2012219131027,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,01000000,01000000,01000000,00000000,00000000,00000000,00000000,01000000,01000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2012209.fn_usmetypp.005.2012219131027.FparLai_QC,MOD15A2,A2012209,fn_usmetypp,2012219131027,FparLai_QC,00000000,00000000,00000000,00100000,00100000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2012209.fn_usmetypp.005.2012219131027.FparStdDev_1km,MOD15A2,A2012209,fn_usmetypp,2012219131027,FparStdDev_1km,11,11,11,10,0,9,6,13,5,8,10,10,12,6,12,4,10,10,6,7,11,2,10,8,7,10,10,7,8,9,10,11,10,10,11,10,4,9,4,10,10,11,10,10,11,10,9,4,4
MOD15A2.A2012209.fn_usmetypp.005.2012219131027.Fpar_1km,MOD15A2,A2012209,fn_usmetypp,2012219131027,Fpar_1km,74,73,74,82,95,77,70,75,67,66,72,75,68,68,75,92,72,72,69,69,69,68,72,65,65,66,66,63,65,63,59,61,66,62,67,60,53,58,54,60,59,53,52,54,53,53,53,44,53
MOD15A2.A2012209.fn_usmetypp.005.2012219131027.LaiStdDev_1km,MOD15A2,A2012209,fn_usmetypp,2012219131027,LaiStdDev_1km,12,12,13,16,3,13,4,17,3,6,11,13,11,3,15,11,12,13,4,4,11,1,13,4,4,7,6,4,5,5,5,6,9,6,10,5,2,4,2,5,5,4,4,4,4,4,4,2,2
MOD15A2.A2012209.fn_usmetypp.005.2012219131027.Lai_1km,MOD15A2,A2012209,fn_usmetypp,2012219131027,Lai_1km,27,27,28,37,65,29,21,30,19,20,26,28,23,20,29,54,25,25,21,21,23,20,25,19,18,20,21,17,19,18,16,18,21,19,22,16,14,16,14,17,16,14,13,14,13,14,14,14,13
MOD15A2.A2012217.fn_usmetypp.005.2012229064726.FparExtra_QC,MOD15A2,A2012217,fn_usmetypp,2012229064726,FparExtra_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2012217.fn_usmetypp.005.2012229064726.FparLai_QC,MOD15A2,A2012217,fn_usmetypp,2012229064726,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2012217.fn_usmetypp.005.2012229064726.FparStdDev_1km,MOD15A2,A2012217,fn_usmetypp,2012229064726,FparStdDev_1km,8,9,3,2,9,6,12,0,2,9,9,11,11,11,9,10,9,6,4,6,2,9,8,7,5,4,6,4,5,6,6,0,11,10,12,6,4,6,4,9,4,10,6,6,8,5,7,3,0
MOD15A2.A2012217.fn_usmetypp.005.2012229064726.Fpar_1km,MOD15A2,A2012217,fn_usmetypp,2012229064726,Fpar_1km,79,77,72,67,77,82,68,66,63,78,78,65,68,67,64,72,78,74,69,74,72,65,72,70,66,66,70,65,66,62,61,61,63,62,64,61,58,57,58,59,59,52,56,56,53,55,56,47,55
MOD15A2.A2012217.fn_usmetypp.005.2012229064726.LaiStdDev_1km,MOD15A2,A2012217,fn_usmetypp,2012229064726,LaiStdDev_1km,13,13,2,1,11,10,11,0,1,12,12,7,11,8,5,10,12,4,2,4,1,5,7,5,3,2,4,2,3,3,3,0,7,6,10,3,2,3,2,4,2,4,3,3,3,2,3,1,0
MOD15A2.A2012217.fn_usmetypp.005.2012229064726.Lai_1km,MOD15A2,A2012217,fn_usmetypp,2012229064726,Lai_1km,32,29,22,19,29,33,24,19,17,30,30,21,23,22,19,25,30,24,21,24,22,19,23,21,19,19,21,18,19,17,16,16,19,18,20,16,16,15,16,16,15,13,14,14,13,14,14,15,14
MOD15A2.A2012225.fn_usmetypp.005.2012234062317.FparExtra_QC,MOD15A2,A2012225,fn_usmetypp,2012234062317,FparExtra_QC,00000000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00000000,00000000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00000000,00000000,00000000,00001000,10000000,00001000,10000000,00001000,00001000,00000000,00001000,00001000,00001000,00001000,00001000,10000000,00000000
MOD15A2.A2012225.fn_usmetypp.005.2012234062317.FparLai_QC,MOD15A2,A2012225,fn_usmetypp,2012234062317,FparLai_QC,00000000,00000000,00000000,00000000,00100000,00100000,00100000,00000000,00000000,00100000,00100000,00100000,00000000,00000000,00000000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00000000,00000000,00000000,00100000,00100000,00000000,00000000,00000000,00000000,00000000,00100000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2012225.fn_usmetypp.005.2012234062317.FparStdDev_1km,MOD15A2,A2012225,fn_usmetypp,2012234062317,FparStdDev_1km,5,12,12,12,9,5,1,12,12,10,9,2,10,12,12,10,5,3,2,0,3,11,9,7,5,11,10,10,9,9,9,11,11,11,11,11,4,9,4,10,3,10,7,8,4,4,8,4,5
MOD15A2.A2012225.fn_usmetypp.005.2012234062317.Fpar_1km,MOD15A2,A2012225,fn_usmetypp,2012234062317,Fpar_1km,74,73,74,77,86,92,96,75,76,85,87,95,69,68,75,85,93,94,95,96,95,81,86,91,94,67,66,65,89,88,91,61,67,64,67,86,56,58,57,60,64,52,67,65,61,61,65,44,55
MOD15A2.A2012225.fn_usmetypp.005.2012234062317.LaiStdDev_1km,MOD15A2,A2012225,fn_usmetypp,2012234062317,LaiStdDev_1km,4,16,17,18,19,15,8,18,18,19,19,9,9,11,18,19,15,13,10,3,12,19,19,18,14,9,7,6,19,19,19,6,8,6,10,20,2,4,2,5,1,4,4,4,2,2,4,2,2
MOD15A2.A2012225.fn_usmetypp.005.2012234062317.Lai_1km,MOD15A2,A2012225,fn_usmetypp,2012234062317,Lai_1km,24,24,25,29,39,52,60,27,28,38,42,59,23,24,27,39,52,55,58,66,56,33,40,48,55,22,21,20,45,44,50,18,21,19,22,42,15,16,15,17,15,13,17,15,13,13,15,14,14
