HDFname,Product,Date,Site,ProcessDate,Band,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
MOD15A2.A2004321.fn_usmetypp.005.2007335031704.FparLai_QC,MOD15A2,A2004321,fn_usmetypp,2007335031704,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000
MOD15A2.A2004321.fn_usmetypp.005.2007335031704.FparStdDev_1km,MOD15A2,A2004321,fn_usmetypp,2007335031704,FparStdDev_1km,9,9,10,10,9,8,8,8,10,9,8,8,9,7,10,8,7,7,7,7,9,10,8,8,11,10,8,9,9,10,10,11,10,9,11,11,4,11,4,11,10,11,11,10,9,9,8,4,10
MOD15A2.A2004321.fn_usmetypp.005.2007335031704.Fpar_1km,MOD15A2,A2004321,fn_usmetypp,2007335031704,Fpar_1km,65,66,74,77,81,81,81,64,76,82,80,80,83,85,74,80,85,87,88,87,84,76,82,84,79,80,84,82,81,78,77,80,80,82,79,78,55,77,56,77,77,71,72,68,68,67,69,50,66
MOD15A2.A2004321.fn_usmetypp.005.2007335031704.LaiStdDev_1km,MOD15A2,A2004321,fn_usmetypp,2007335031704,LaiStdDev_1km,3,3,11,12,13,13,13,3,11,13,12,12,14,14,11,12,14,15,16,15,13,11,12,15,14,14,15,13,12,13,13,16,12,13,13,12,1,13,1,12,12,6,7,5,4,4,3,1,4
MOD15A2.A2004321.fn_usmetypp.005.2007335031704.Lai_1km,MOD15A2,A2004321,fn_usmetypp,2007335031704,Lai_1km,12,12,18,20,23,22,23,11,19,24,22,21,24,27,18,22,26,30,31,29,26,19,23,26,22,22,26,24,23,20,20,24,22,24,22,21,9,20,9,20,20,14,15,13,13,12,13,9,12
MOD15A2.A2004329.fn_usmetypp.005.2007337122709.FparExtra_QC,MOD15A2,A2004329,fn_usmetypp,2007337122709,FparExtra_QC,01001000,01001000,01001000,01001000,00000000,01000000,00000000,00000000,01001000,01000000,01000000,01000000,01000000,00000000,01001000,01001000,00000000,01001000,01000000,01001000,00000000,00000000,01001000,01001000,01000000,01001000,01001000,01001000,01001000,01001000,01001000,01000000,01001000,01000000,01000000,01001000,11001000,01000000,11000000,01000000,01000000,01001000,01001000,01001000,01001000,01001000,01000000,11001000,00000000
MOD15A2.A2004329.fn_usmetypp.005.2007337122709.FparLai_QC,MOD15A2,A2004329,fn_usmetypp,2007337122709,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00100000,00100000,00000000,00000000,00100000,00000000,00000000,00100000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004329.fn_usmetypp.005.2007337122709.FparStdDev_1km,MOD15A2,A2004329,fn_usmetypp,2007337122709,FparStdDev_1km,8,9,7,7,8,6,10,10,6,7,5,6,6,4,6,5,0,1,7,6,3,9,5,2,9,7,7,7,5,6,7,8,7,9,4,8,5,8,5,7,10,5,9,10,10,9,10,4,10
MOD15A2.A2004329.fn_usmetypp.005.2007337122709.Fpar_1km,MOD15A2,A2004329,fn_usmetypp,2007337122709,Fpar_1km,73,76,80,84,81,84,75,76,82,84,87,84,85,88,83,89,96,96,84,84,94,84,87,95,78,80,80,80,87,84,84,80,79,81,76,81,61,83,68,73,78,78,76,75,75,77,75,53,68
MOD15A2.A2004329.fn_usmetypp.005.2007337122709.LaiStdDev_1km,MOD15A2,A2004329,fn_usmetypp,2007337122709,LaiStdDev_1km,4,9,10,13,13,11,6,12,10,14,13,11,13,13,11,14,7,11,12,11,15,15,14,12,10,10,10,10,12,13,13,10,9,12,2,12,2,15,2,4,11,3,10,11,12,12,11,1,4
MOD15A2.A2004329.fn_usmetypp.005.2007337122709.Lai_1km,MOD15A2,A2004329,fn_usmetypp,2007337122709,Lai_1km,16,18,21,26,23,24,17,19,22,25,28,23,25,29,23,32,58,50,25,23,46,26,29,50,19,20,21,20,27,25,24,20,19,22,15,22,11,24,13,15,20,17,18,18,18,19,18,10,13
MOD15A2.A2004337.fn_usmetypp.005.2007339051323.FparExtra_QC,MOD15A2,A2004337,fn_usmetypp,2007339051323,FparExtra_QC,00001000,00000000,00000000,00000000,00000000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,01001000,01001000,01001000,01001000,00001000,00001000,01001000,01001000,01001000,01001000,00001000,00100000,01001000,01001000,01001000,01001000,01001000,00100000,00100000,01001000,11001000,01001000,11001000,01001000,01001000,01001000,01001000,01001000,00001000,01001000,01000000,11000000,00100000
MOD15A2.A2004337.fn_usmetypp.005.2007339051323.FparLai_QC,MOD15A2,A2004337,fn_usmetypp,2007339051323,FparLai_QC,00010000,00010000,00010000,00010000,00000000,00000000,00010000,00010000,00010000,00010000,00000000,00000000,00000000,00000000,00010000,00010000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01001001,00000000,00000000,00000000,00000000,00000000,01001001,01001001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01001001
MOD15A2.A2004337.fn_usmetypp.005.2007339051323.FparStdDev_1km,MOD15A2,A2004337,fn_usmetypp,2007339051323,FparStdDev_1km,10,10,10,9,9,10,11,8,10,10,9,7,7,8,9,10,7,9,0,9,9,10,8,9,11,10,9,248,8,10,11,9,5,248,248,11,5,11,4,5,5,8,10,10,9,7,11,7,248
MOD15A2.A2004337.fn_usmetypp.005.2007339051323.Fpar_1km,MOD15A2,A2004337,fn_usmetypp,2007339051323,Fpar_1km,60,56,58,67,76,77,79,65,70,78,81,73,73,82,75,78,87,82,72,83,82,77,84,84,77,80,83,0,82,80,77,82,77,0,0,77,49,77,57,71,71,65,68,67,67,54,51,32,0
MOD15A2.A2004337.fn_usmetypp.005.2007339051323.LaiStdDev_1km,MOD15A2,A2004337,fn_usmetypp,2007339051323,LaiStdDev_1km,3,3,3,3,7,12,14,3,5,12,12,4,4,12,7,12,13,16,0,14,12,11,13,13,13,14,14,248,12,12,12,13,3,248,248,12,1,12,1,2,2,3,4,4,4,2,2,1,248
MOD15A2.A2004337.fn_usmetypp.005.2007339051323.Lai_1km,MOD15A2,A2004337,fn_usmetypp,2007339051323,Lai_1km,10,9,9,12,17,20,22,12,14,20,23,15,14,23,17,21,28,25,14,26,23,20,25,26,20,23,25,0,24,22,20,24,16,0,0,20,8,20,10,13,13,12,13,12,12,8,8,5,0
MOD15A2.A2004345.fn_usmetypp.005.2007341205635.FparExtra_QC,MOD15A2,A2004345,fn_usmetypp,2007341205635,FparExtra_QC,00000000,00000000,00000000,00000000,00100000,00000000,00000000,00000000,00000000,01000000,01000000,00000000,00000000,00000000,00000000,00100000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,01000000,01000000,01000000,00000000,00000000,00000000,00000000,01000000,11000000,01000000,10000000,00000000,00000000,01000000,00000000,00000000,00000000,01000000,01000000,10000000,01000000
MOD15A2.A2004345.fn_usmetypp.005.2007341205635.FparLai_QC,MOD15A2,A2004345,fn_usmetypp,2007341205635,FparLai_QC,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01000001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004345.fn_usmetypp.005.2007341205635.FparStdDev_1km,MOD15A2,A2004345,fn_usmetypp,2007341205635,FparStdDev_1km,7,7,7,5,9,0,8,6,8,5,0,7,9,8,7,248,4,8,8,8,6,8,8,8,9,10,8,8,8,9,10,9,7,7,7,9,5,9,7,9,8,9,8,9,9,11,10,5,9
MOD15A2.A2004345.fn_usmetypp.005.2007341205635.Fpar_1km,MOD15A2,A2004345,fn_usmetypp,2007341205635,Fpar_1km,53,53,61,58,23,62,73,60,64,44,42,72,74,78,60,73,75,80,79,80,73,69,76,79,76,77,79,78,79,76,76,76,79,79,79,74,48,74,51,75,74,73,66,66,66,69,67,39,64
MOD15A2.A2004345.fn_usmetypp.005.2007341205635.LaiStdDev_1km,MOD15A2,A2004345,fn_usmetypp,2007341205635,LaiStdDev_1km,2,2,2,1,1,0,4,2,3,1,0,3,7,10,2,248,2,11,10,11,3,3,5,10,9,12,10,10,11,11,12,9,9,10,10,10,1,10,2,9,5,10,3,3,3,9,4,1,3
MOD15A2.A2004345.fn_usmetypp.005.2007341205635.Lai_1km,MOD15A2,A2004345,fn_usmetypp,2007341205635,Lai_1km,8,8,11,10,3,11,15,10,12,6,6,15,16,19,10,24,16,21,20,21,15,14,17,20,18,20,20,19,20,18,20,18,19,20,20,17,8,17,8,17,16,16,12,12,12,15,13,7,12
MOD15A2.A2004353.fn_usmetypp.005.2007344135617.FparExtra_QC,MOD15A2,A2004353,fn_usmetypp,2007344135617,FparExtra_QC,00000000,00000000,00100000,00100000,00100000,00100000,01000000,00100000,00100000,00100000,00100000,01000000,00000000,00000000,00100000,00100000,01000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2004353.fn_usmetypp.005.2007344135617.FparLai_QC,MOD15A2,A2004353,fn_usmetypp,2007344135617,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2004353.fn_usmetypp.005.2007344135617.FparStdDev_1km,MOD15A2,A2004353,fn_usmetypp,2007344135617,FparStdDev_1km,7,5,7,8,7,9,10,7,8,8,9,9,9,8,7,9,9,6,7,9,11,9,8,8,10,9,8,10,8,10,9,9,10,9,11,10,6,9,4,11,11,10,9,9,10,10,9,5,9
MOD15A2.A2004353.fn_usmetypp.005.2007344135617.Fpar_1km,MOD15A2,A2004353,fn_usmetypp,2007344135617,Fpar_1km,56,58,63,64,60,66,77,62,65,63,70,73,75,80,61,70,82,86,84,82,78,71,82,82,77,79,81,78,82,77,75,78,79,82,79,76,47,74,55,77,77,69,66,67,68,68,67,41,61
MOD15A2.A2004353.fn_usmetypp.005.2007344135617.LaiStdDev_1km,MOD15A2,A2004353,fn_usmetypp,2007344135617,LaiStdDev_1km,2,2,2,3,2,4,10,2,3,3,4,5,9,10,2,4,12,12,11,12,12,4,12,11,11,10,11,12,11,11,6,10,13,13,13,8,1,5,1,12,12,4,3,4,4,4,4,1,3
MOD15A2.A2004353.fn_usmetypp.005.2007344135617.Lai_1km,MOD15A2,A2004353,fn_usmetypp,2007344135617,Lai_1km,9,10,11,12,10,13,19,11,12,11,14,15,17,21,11,14,23,26,24,23,21,14,23,22,19,20,21,20,22,20,17,19,22,24,22,18,7,16,9,20,20,13,12,13,13,13,13,7,11
MOD15A2.A2004361.fn_usmetypp.005.2007351010850.FparExtra_QC,MOD15A2,A2004361,fn_usmetypp,2007351010850,FparExtra_QC,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,10100000,00100000,10100000,00100000,00100000,00100000,01000000,00100000,00100000,00100000,00100000,10100000,01000000
MOD15A2.A2004361.fn_usmetypp.005.2007351010850.FparLai_QC,MOD15A2,A2004361,fn_usmetypp,2007351010850,FparLai_QC,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,00001000,01001001,00001000,01001001,00001000,00001000,00001000,00001000,00001000,01001001,01001001,00001000,00010000
MOD15A2.A2004361.fn_usmetypp.005.2007351010850.FparStdDev_1km,MOD15A2,A2004361,fn_usmetypp,2007351010850,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,10,248,0,248,9,9,10,11,9,248,248,0,10
MOD15A2.A2004361.fn_usmetypp.005.2007351010850.Fpar_1km,MOD15A2,A2004361,fn_usmetypp,2007351010850,Fpar_1km,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,3,3,1,2,2,2,3,3,2,2,20,2,9,2,22,22,42,30,22,1,1,8,20
MOD15A2.A2004361.fn_usmetypp.005.2007351010850.LaiStdDev_1km,MOD15A2,A2004361,fn_usmetypp,2007351010850,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1,248,0,248,1,1,2,2,1,248,248,0,1
MOD15A2.A2004361.fn_usmetypp.005.2007351010850.Lai_1km,MOD15A2,A2004361,fn_usmetypp,2007351010850,Lai_1km,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,3,3,6,4,3,0,0,1,2
MOD15A2.A2005001.fn_usmetypp.005.2007352002147.FparExtra_QC,MOD15A2,A2005001,fn_usmetypp,2007352002147,FparExtra_QC,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,10110000,00100000,10100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,10100000,00100000
MOD15A2.A2005001.fn_usmetypp.005.2007352002147.FparLai_QC,MOD15A2,A2005001,fn_usmetypp,2007352002147,FparLai_QC,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,00001000,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,00001000,01001001
MOD15A2.A2005001.fn_usmetypp.005.2007352002147.FparStdDev_1km,MOD15A2,A2005001,fn_usmetypp,2007352002147,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,0,248,248,248,248,248,248,248,248,248,248,0,248
MOD15A2.A2005001.fn_usmetypp.005.2007352002147.Fpar_1km,MOD15A2,A2005001,fn_usmetypp,2007352002147,Fpar_1km,1,2,2,1,1,0,0,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,8,0
MOD15A2.A2005001.fn_usmetypp.005.2007352002147.LaiStdDev_1km,MOD15A2,A2005001,fn_usmetypp,2007352002147,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,0,248,248,248,248,248,248,248,248,248,248,0,248
MOD15A2.A2005001.fn_usmetypp.005.2007352002147.Lai_1km,MOD15A2,A2005001,fn_usmetypp,2007352002147,Lai_1km,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
MOD15A2.A2005009.fn_usmetypp.005.2007356042738.FparExtra_QC,MOD15A2,A2005009,fn_usmetypp,2007356042738,FparExtra_QC,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,00100000,10110000,00100000,10100000,00100000,00100000,01001100,00100000,00001100,00100000,00100000,01001100,10110000,00100000
MOD15A2.A2005009.fn_usmetypp.005.2007356042738.FparLai_QC,MOD15A2,A2005009,fn_usmetypp,2007356042738,FparLai_QC,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,01001001,00001000,01001001,01001001,01001001,01001001,00000000,01001001,00000000,01001001,01001001,00000000,00001000,01001001
MOD15A2.A2005009.fn_usmetypp.005.2007356042738.FparStdDev_1km,MOD15A2,A2005009,fn_usmetypp,2007356042738,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,10,248,248,248,248,12,248,0,248,248,12,9,248
MOD15A2.A2005009.fn_usmetypp.005.2007356042738.Fpar_1km,MOD15A2,A2005009,fn_usmetypp,2007356042738,Fpar_1km,1,1,1,5,1,1,14,1,4,1,1,10,8,7,6,1,1,1,1,4,6,6,5,3,3,1,5,8,2,2,2,2,1,1,2,1,20,1,1,1,1,30,1,30,1,0,30,17,0
MOD15A2.A2005009.fn_usmetypp.005.2007356042738.LaiStdDev_1km,MOD15A2,A2005009,fn_usmetypp,2007356042738,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1,248,248,248,248,2,248,0,248,248,2,1,248
MOD15A2.A2005009.fn_usmetypp.005.2007356042738.Lai_1km,MOD15A2,A2005009,fn_usmetypp,2007356042738,Lai_1km,0,0,0,1,0,0,3,0,1,0,0,2,2,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,3,0,0,4,2,0
MOD15A2.A2005017.fn_usmetypp.005.2007358204406.FparExtra_QC,MOD15A2,A2005017,fn_usmetypp,2007358204406,FparExtra_QC,01000000,01000000,01000000,01000000,01000000,00000000,00000000,01000000,01000000,01000000,01000000,00000000,00000000,00000000,01000000,01000000,01000000,00000000,00000000,00000000,00000000,01000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000,10000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2005017.fn_usmetypp.005.2007358204406.FparLai_QC,MOD15A2,A2005017,fn_usmetypp,2007358204406,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2005017.fn_usmetypp.005.2007358204406.FparStdDev_1km,MOD15A2,A2005017,fn_usmetypp,2007358204406,FparStdDev_1km,9,9,10,10,10,9,9,10,10,9,9,8,11,8,8,9,6,7,7,7,8,10,7,7,9,9,8,8,8,9,10,9,9,9,6,10,3,10,5,11,10,10,10,10,11,11,10,0,9
MOD15A2.A2005017.fn_usmetypp.005.2007358204406.Fpar_1km,MOD15A2,A2005017,fn_usmetypp,2007358204406,Fpar_1km,67,65,76,78,75,82,82,69,78,75,83,81,77,84,73,82,88,87,86,86,84,78,85,86,82,82,85,82,83,80,77,82,83,82,78,78,53,77,57,78,78,74,70,70,72,71,70,46,67
MOD15A2.A2005017.fn_usmetypp.005.2007358204406.LaiStdDev_1km,MOD15A2,A2005017,fn_usmetypp,2007358204406,LaiStdDev_1km,3,3,7,7,11,12,12,4,11,5,12,11,13,12,4,9,12,13,13,12,12,11,12,12,12,12,12,12,12,11,11,12,14,14,5,11,1,11,1,12,12,7,5,5,6,6,5,0,3
MOD15A2.A2005017.fn_usmetypp.005.2007358204406.Lai_1km,MOD15A2,A2005017,fn_usmetypp,2007358204406,Lai_1km,13,12,17,19,18,23,23,13,20,17,24,22,20,25,16,23,29,29,28,27,24,20,26,27,23,23,26,23,23,21,19,23,25,25,17,20,9,19,10,20,20,17,14,14,15,15,14,9,13
MOD15A2.A2005025.fn_usmetypp.005.2007362013804.FparExtra_QC,MOD15A2,A2005025,fn_usmetypp,2007362013804,FparExtra_QC,00110000,00110000,00110000,00110000,00110000,01000000,01001000,00110000,00110000,00110000,00110000,01000000,00001000,00001000,00110000,00110000,01000000,00001000,00001000,00001000,00110000,00110000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,10110000,00001000,10001000,00001000,00001000,00001000,00110000,00001000,00001000,00001000,00110000,10110000,00110000
MOD15A2.A2005025.fn_usmetypp.005.2007362013804.FparLai_QC,MOD15A2,A2005025,fn_usmetypp,2007362013804,FparLai_QC,00001000,00001000,00010000,00010000,00010000,00000000,00000000,00010000,00010000,00010000,00010000,00000000,00000000,00000000,00010000,00010000,00000000,00000000,00000000,00000000,00001000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00001000,00010000,00010000
MOD15A2.A2005025.fn_usmetypp.005.2007362013804.FparStdDev_1km,MOD15A2,A2005025,fn_usmetypp,2007362013804,FparStdDev_1km,5,9,10,8,10,7,9,9,10,8,6,10,9,7,10,7,9,3,8,8,11,6,4,8,10,10,4,4,6,9,9,10,7,8,6,8,0,8,0,10,8,6,8,9,8,6,8,5,9
MOD15A2.A2005025.fn_usmetypp.005.2007362013804.Fpar_1km,MOD15A2,A2005025,fn_usmetypp,2007362013804,Fpar_1km,49,55,58,64,58,63,67,56,58,65,62,61,65,72,58,64,68,73,73,73,49,62,67,72,66,66,67,67,70,64,63,65,72,72,71,62,42,62,51,65,63,58,54,54,57,59,53,40,54
MOD15A2.A2005025.fn_usmetypp.005.2007362013804.LaiStdDev_1km,MOD15A2,A2005025,fn_usmetypp,2007362013804,LaiStdDev_1km,1,2,3,3,3,2,4,2,3,3,2,3,3,4,3,2,4,1,4,4,2,2,1,4,4,4,1,1,3,3,3,4,3,4,2,3,0,3,0,4,3,2,2,2,2,2,2,1,2
MOD15A2.A2005025.fn_usmetypp.005.2007362013804.Lai_1km,MOD15A2,A2005025,fn_usmetypp,2007362013804,Lai_1km,7,9,9,11,9,11,12,9,9,11,10,10,12,15,10,11,13,15,15,15,7,10,13,15,13,13,13,13,14,12,11,12,15,15,14,11,6,11,9,12,11,10,8,9,10,10,8,7,8
MOD15A2.A2005033.fn_usmetypp.005.2007364171851.FparExtra_QC,MOD15A2,A2005033,fn_usmetypp,2007364171851,FparExtra_QC,00001000,00110000,00000000,00000000,00110000,00110000,00000000,00000000,00000000,00110000,00110000,00000000,00000000,00000000,00000000,00110000,00000000,00000000,00000000,00000000,01001000,00110000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00001000,00000000,00000000,00000000,00000000,00110000,11000000,01001000,11000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,10000000,00000000
MOD15A2.A2005033.fn_usmetypp.005.2007364171851.FparLai_QC,MOD15A2,A2005033,fn_usmetypp,2007364171851,FparLai_QC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
